,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,season,division,PA,1B,OBP,BA,SLG,OPS,ISO,HR/PA,K/PA,BB/PA,K/BB,BABIP,wOBA,wRAA,wRC,team
3,12,37,17,2,2,26,1,9,6,0,1,0,7,2,0,0,2,0,2,02/21/2023,home,16340,26172,A&M-Corpus Christi,9,True,12,2,10,win,2391099,703,2023,1,44,12,0.523,0.459,0.703,1.226,0.244,0.023,0.159,0.136,1.167,0.533,0.545,7.996,14.904,703
0,8,29,5,1,0,6,0,7,7,1,2,0,5,0,0,0,2,0,0,02/17/2023,home,16340,1356,Seattle U,9,True,8,2,6,win,2390449,697,2023,1,39,4,0.333,0.172,0.207,0.54,0.035,0.0,0.128,0.179,0.714,0.192,0.292,-2.986,3.137,697
1,6,29,7,1,0,17,3,5,6,0,0,0,8,0,1,1,1,0,0,02/18/2023,home,16340,1356,Seattle U,9,True,6,3,3,win,2390730,697,2023,1,35,3,0.371,0.241,0.586,0.957,0.345,0.086,0.229,0.171,1.333,0.222,0.423,2.001,7.496,697
2,14,32,12,2,1,22,2,12,12,2,0,0,2,0,0,0,7,1,0,02/19/2023,home,16340,1356,Seattle U,9,True,14,2,12,win,2390983,697,2023,1,45,7,0.6,0.375,0.688,1.288,0.313,0.044,0.044,0.267,0.167,0.357,0.575,9.556,16.621,697
3,4,29,5,0,0,8,1,4,4,1,1,0,6,0,1,0,1,0,0,02/21/2023,home,16340,346,Lamar University,9,True,4,7,-3,loss,2391187,697,2023,1,35,4,0.286,0.172,0.276,0.562,0.104,0.029,0.171,0.114,1.5,0.174,0.278,-3.18,2.315,697
0,11,35,12,3,1,20,1,10,4,0,1,0,10,0,0,0,2,0,0,02/17/2023,home,16340,702,UT Arlington,9,True,11,6,5,win,2390382,26172,2023,1,40,7,0.4,0.343,0.571,0.971,0.228,0.025,0.25,0.1,2.5,0.44,0.433,2.695,8.975,26172
1,6,28,9,2,1,16,1,6,3,3,1,0,3,0,1,0,2,0,0,02/18/2023,home,16340,702,UT Arlington,9,True,6,1,5,win,2390746,26172,2023,1,35,5,0.429,0.321,0.571,1.0,0.25,0.029,0.086,0.086,1.0,0.32,0.45,2.966,8.461,26172
2,3,33,8,0,2,15,1,3,1,0,0,0,10,0,0,0,1,0,0,02/19/2023,home,16340,702,UT Arlington,9,True,3,5,-2,loss,2391004,26172,2023,1,34,5,0.265,0.242,0.455,0.72,0.213,0.029,0.294,0.029,10.0,0.318,0.318,-1.701,3.637,26172
3,2,32,6,1,0,10,1,2,3,0,0,0,13,0,1,0,0,0,0,02/21/2023,away,16340,703,Texas,9,True,2,12,-10,loss,2391099,26172,2023,1,35,4,0.257,0.188,0.312,0.569,0.124,0.029,0.371,0.086,4.333,0.278,0.27,-3.466,2.029,26172
0,11,34,12,5,0,20,1,11,3,5,1,0,13,1,0,0,3,0,1,02/17/2023,neutral,16340,736,Vanderbilt,9,True,11,4,7,win,2390396,698,2023,1,43,6,0.465,0.353,0.588,1.053,0.235,0.023,0.302,0.07,4.333,0.524,0.478,4.873,11.624,698
1,18,43,19,3,0,25,1,18,11,3,2,0,7,0,1,0,6,0,0,02/18/2023,neutral,16340,31,Arkansas,9,True,18,6,12,win,2390811,698,2023,1,59,15,0.559,0.442,0.581,1.14,0.139,0.017,0.119,0.186,0.636,0.486,0.529,9.758,19.021,698
2,8,34,9,2,0,11,0,7,8,2,0,1,13,2,1,1,1,0,2,02/19/2023,neutral,16340,434,Missouri,10,True,8,9,-1,loss,2391063,698,2023,1,45,7,0.422,0.265,0.324,0.746,0.059,0.0,0.289,0.178,1.625,0.429,0.381,0.643,7.708,698
3,7,32,11,2,0,16,1,7,5,1,2,0,10,2,1,0,2,0,1,02/22/2023,home,16340,702,UT Arlington,9,True,7,3,4,win,2391242,698,2023,1,40,8,0.425,0.344,0.5,0.925,0.156,0.025,0.25,0.125,2.0,0.435,0.423,2.287,8.567,698
0,5,31,6,0,0,9,1,5,6,0,0,0,12,0,1,1,1,0,0,02/17/2023,neutral,16340,432,Mississippi Val.,9,True,5,7,-2,loss,2390316,699,2023,1,37,5,0.324,0.194,0.29,0.614,0.096,0.027,0.324,0.162,2.0,0.278,0.309,-2.191,3.618,699
1,8,32,13,2,0,21,2,6,5,2,0,0,6,1,0,3,1,0,1,02/18/2023,neutral,16340,553,Prairie View,9,True,8,4,4,win,2390587,699,2023,1,39,9,0.513,0.406,0.656,1.169,0.25,0.051,0.154,0.128,1.2,0.458,0.529,6.45,12.573,699
2,1,24,3,0,0,3,0,1,3,2,0,0,8,0,1,0,1,0,0,02/19/2023,neutral,16340,665,Southern U.,9,True,1,11,-10,loss,2391064,699,2023,1,29,3,0.276,0.125,0.125,0.401,0.0,0.0,0.276,0.103,2.667,0.188,0.235,-3.908,0.645,699
3,13,21,10,0,0,16,2,12,11,0,0,0,6,0,1,0,4,0,0,02/21/2023,home,16340,0,Wiley,9,True,13,1,12,win,2391118,699,2023,1,32,8,0.656,0.476,0.762,1.418,0.286,0.062,0.188,0.344,0.545,0.615,0.631,8.625,13.649,699
4,10,28,10,4,0,17,1,9,6,4,0,2,4,1,0,0,1,0,0,02/21/2023,home,16340,0,Wiley,9,True,10,0,10,win,2421016,699,2023,1,40,5,0.5,0.357,0.607,1.107,0.25,0.025,0.1,0.15,0.667,0.391,0.497,5.309,11.589,699
0,12,38,15,5,1,25,1,12,3,3,4,0,8,0,0,0,0,0,0,02/17/2023,home,16340,509,Northwestern,9,True,12,4,8,win,2390442,670,2023,1,48,8,0.438,0.395,0.658,1.096,0.263,0.021,0.167,0.062,2.667,0.424,0.469,4.998,12.534,670
1,20,39,17,3,1,34,4,18,5,3,1,0,8,1,0,0,2,0,1,02/18/2023,home,16340,509,Northwestern,9,True,20,5,15,win,2390775,670,2023,1,48,9,0.521,0.436,0.872,1.393,0.436,0.083,0.167,0.104,1.6,0.464,0.591,10.977,18.513,670
2,24,42,20,5,2,53,8,22,9,1,0,0,10,1,0,1,0,0,1,02/19/2023,home,16340,509,Northwestern,9,True,24,9,15,win,2390914,670,2023,1,52,5,0.577,0.476,1.262,1.839,0.786,0.154,0.192,0.173,1.111,0.5,0.736,19.59,27.754,670
0,8,33,10,3,0,19,2,8,4,1,1,0,7,2,0,0,0,0,1,02/17/2023,home,16340,260,Gonzaga,9,True,8,4,4,win,2390352,700,2023,1,39,5,0.385,0.303,0.576,0.961,0.273,0.051,0.179,0.103,1.75,0.32,0.425,2.309,8.432,700
1,10,32,10,2,0,12,0,9,11,2,2,0,10,0,0,0,2,0,0,02/18/2023,home,16340,260,Gonzaga,9,True,10,3,7,win,2390732,700,2023,1,47,8,0.489,0.312,0.375,0.864,0.063,0.0,0.213,0.234,0.909,0.417,0.435,3.263,10.642,700
2,12,36,14,3,1,22,1,12,5,3,2,0,5,1,0,0,0,0,0,02/19/2023,home,16340,260,Gonzaga,9,True,12,3,9,win,2391043,700,2023,1,46,9,0.478,0.389,0.611,1.089,0.222,0.022,0.109,0.109,1.0,0.406,0.487,5.636,12.858,700
3,9,33,10,4,1,19,1,9,14,0,2,0,5,0,0,0,1,2,0,02/20/2023,home,16340,260,Gonzaga,9,True,9,8,1,win,2391066,700,2023,1,47,4,0.553,0.303,0.576,1.129,0.273,0.021,0.106,0.298,0.357,0.31,0.503,6.526,13.905,700
0,6,35,8,4,1,14,0,4,7,2,0,0,6,0,2,0,0,0,0,02/17/2023,away,16340,26172,A&M-Corpus Christi,9,True,6,11,-5,loss,2390382,702,2023,1,44,3,0.386,0.229,0.4,0.786,0.171,0.0,0.136,0.159,0.857,0.276,0.382,0.674,7.582,702
1,1,34,8,2,0,10,0,1,5,1,0,0,12,0,0,0,1,0,0,02/18/2023,away,16340,26172,A&M-Corpus Christi,9,True,1,6,-5,loss,2390746,702,2023,1,40,6,0.35,0.235,0.294,0.644,0.059,0.0,0.3,0.125,2.4,0.364,0.326,-1.674,4.606,702
2,5,35,10,3,0,16,1,5,4,2,0,1,8,0,0,0,0,0,0,02/19/2023,away,16340,26172,A&M-Corpus Christi,9,True,5,3,2,win,2391004,702,2023,1,42,6,0.381,0.286,0.457,0.838,0.171,0.024,0.19,0.095,2.0,0.346,0.389,0.943,7.537,702
3,3,27,7,3,0,10,0,2,4,2,1,0,10,0,0,0,0,0,0,02/21/2023,neutral,16340,1045,DBU,9,True,3,14,-11,loss,2391203,702,2023,1,34,4,0.382,0.259,0.37,0.752,0.111,0.0,0.294,0.118,2.5,0.389,0.366,-0.035,5.303,702
4,3,35,8,0,1,10,0,2,2,3,0,0,10,1,0,0,1,0,0,02/22/2023,away,16340,698,TCU,9,True,3,7,-4,loss,2391242,702,2023,1,40,7,0.325,0.229,0.286,0.611,0.057,0.0,0.25,0.05,5.0,0.32,0.307,-2.45,3.83,702
0,10,29,10,3,0,13,0,9,7,1,1,1,4,0,0,0,3,0,0,02/17/2023,home,16340,287,Houston Christian,9,True,10,0,10,win,2390482,536,2023,1,39,7,0.462,0.345,0.448,0.91,0.103,0.0,0.103,0.179,0.571,0.385,0.432,2.588,8.711,536
1,10,35,10,3,1,15,0,4,3,0,0,1,7,0,0,1,2,0,0,02/18/2023,home,16340,287,Houston Christian,9,True,10,6,4,win,2390808,536,2023,1,39,6,0.333,0.286,0.429,0.762,0.143,0.0,0.179,0.077,2.333,0.357,0.349,-0.717,5.406,536
2,10,33,12,3,0,15,0,9,4,2,0,1,5,0,1,0,2,1,0,02/19/2023,home,16340,287,Houston Christian,9,True,10,4,6,win,2390934,536,2023,1,39,9,0.487,0.364,0.455,0.942,0.091,0.0,0.128,0.103,1.25,0.429,0.441,2.946,9.069,536
3,8,36,11,2,0,19,2,8,4,3,0,0,6,0,1,0,0,0,0,02/21/2023,home,16340,129,Central Mich.,9,True,8,14,-6,loss,2391201,536,2023,1,43,7,0.419,0.306,0.528,0.947,0.222,0.047,0.14,0.093,1.5,0.321,0.436,3.029,9.78,536
0,3,27,3,0,1,5,0,3,10,2,0,1,12,0,0,0,0,0,0,02/17/2023,home,16340,1395,Tarleton St.,9,True,3,2,1,win,2390451,706,2023,1,40,2,0.375,0.111,0.185,0.56,0.074,0.0,0.3,0.25,1.2,0.2,0.325,-1.715,4.565,706
1,13,37,15,5,0,23,1,11,7,3,0,0,6,0,0,0,0,0,0,02/18/2023,home,16340,1395,Tarleton St.,9,True,13,6,7,win,2390739,706,2023,1,47,9,0.532,0.405,0.622,1.154,0.217,0.021,0.128,0.149,0.857,0.467,0.531,7.869,15.248,706
2,5,46,10,2,0,12,0,4,4,1,0,1,15,1,0,0,1,0,1,02/19/2023,home,16340,1395,Tarleton St.,12,True,5,7,-2,loss,2390992,706,2023,1,52,8,0.288,0.217,0.261,0.549,0.044,0.0,0.288,0.077,3.75,0.323,0.272,-5.043,3.121,706
3,12,30,13,1,2,18,0,9,9,2,0,1,5,1,0,0,2,0,1,02/22/2023,home,16340,288,Houston,9,True,12,2,10,win,2391243,706,2023,1,42,10,0.571,0.433,0.6,1.171,0.167,0.0,0.119,0.214,0.556,0.52,0.542,7.504,14.098,706
0,21,29,10,4,0,17,1,18,14,2,2,3,4,2,0,1,1,0,1,02/17/2023,home,16340,178,Delaware St.,9,True,21,9,12,win,2390297,141,2023,1,50,5,0.52,0.345,0.586,1.106,0.241,0.02,0.08,0.28,0.286,0.346,0.491,6.33,14.18,141
1,5,34,13,3,0,19,1,5,6,0,0,1,1,4,0,0,0,0,2,02/18/2023,home,16340,178,Delaware St.,9,True,5,4,1,win,2390533,141,2023,1,41,9,0.463,0.382,0.559,1.022,0.177,0.024,0.024,0.146,0.167,0.375,0.467,4.186,10.623,141
2,11,32,10,2,0,15,1,7,11,0,0,2,6,0,0,1,4,0,0,02/19/2023,home,16340,178,Delaware St.,9,True,11,10,1,win,2390857,141,2023,1,45,7,0.467,0.312,0.469,0.936,0.157,0.022,0.133,0.244,0.545,0.36,0.442,3.446,10.511,141
3,1,31,6,2,0,8,0,1,2,1,0,0,11,0,0,0,0,0,0,02/21/2023,home,16340,48,Charleston So.,9,True,1,4,-3,loss,2391111,141,2023,1,34,4,0.265,0.194,0.258,0.523,0.064,0.0,0.324,0.059,5.5,0.3,0.258,-3.784,1.554,141
0,2,31,7,1,0,11,1,2,2,0,0,0,5,1,0,1,0,0,0,02/17/2023,away,16340,198,ETSU,9,True,2,15,-13,loss,2390251,709,2023,1,33,5,0.273,0.226,0.355,0.628,0.129,0.03,0.152,0.061,2.5,0.24,0.291,-2.56,2.621,709
1,6,35,7,0,1,12,1,6,7,0,1,0,13,0,0,0,1,0,0,02/18/2023,away,16340,198,ETSU,9,True,6,4,2,win,2390499,709,2023,1,43,5,0.326,0.2,0.343,0.669,0.143,0.023,0.302,0.163,1.857,0.273,0.323,-1.932,4.819,709
2,2,30,3,1,0,10,2,2,7,1,0,0,14,0,0,0,1,0,0,02/19/2023,away,16340,198,ETSU,9,True,2,3,-1,loss,2390820,709,2023,1,38,0,0.289,0.1,0.333,0.622,0.233,0.053,0.368,0.184,2.0,0.071,0.304,-2.444,3.522,709
0,1,36,7,0,0,7,0,1,2,1,0,0,11,0,0,0,0,0,0,02/17/2023,away,16340,10411,USC Upstate,9,True,1,7,-6,loss,2390295,711,2023,1,39,7,0.256,0.194,0.194,0.45,0.0,0.0,0.282,0.051,5.5,0.28,0.231,-5.415,0.708,711
1,2,38,10,1,0,14,1,2,3,0,0,1,6,0,0,1,2,0,0,02/18/2023,away,16340,10411,USC Upstate,9,True,2,9,-7,loss,2390532,711,2023,1,42,8,0.31,0.263,0.368,0.678,0.105,0.024,0.143,0.071,2.0,0.29,0.315,-2.23,4.364,711
2,3,30,7,1,0,14,2,3,5,0,0,2,6,2,0,0,1,0,1,02/18/2023,neutral,16340,659,Southern Ill.,9,True,3,4,-1,loss,2390596,711,2023,1,37,4,0.324,0.233,0.467,0.791,0.234,0.054,0.162,0.135,1.2,0.227,0.351,-0.604,5.205,711
3,2,29,3,2,0,5,0,2,4,2,1,0,12,0,0,0,0,0,0,02/19/2023,away,16340,10411,USC Upstate,9,True,2,10,-8,loss,2390854,711,2023,1,36,1,0.25,0.103,0.172,0.422,0.069,0.0,0.333,0.111,3.0,0.167,0.231,-4.998,0.654,711
0,12,37,14,3,1,31,4,10,1,1,0,0,9,0,0,0,1,0,0,02/17/2023,home,16340,219,Evansville,9,True,12,7,5,win,2390462,716,2023,1,39,6,0.41,0.378,0.838,1.248,0.46,0.103,0.231,0.026,9.0,0.417,0.532,6.57,12.693,716
1,8,39,11,3,0,20,2,8,3,3,0,1,10,0,0,0,8,0,0,02/18/2023,home,16340,219,Evansville,10,True,8,7,1,win,2390782,716,2023,1,46,6,0.37,0.282,0.513,0.883,0.231,0.043,0.217,0.065,3.333,0.333,0.399,1.503,8.725,716
2,11,32,12,2,1,28,4,10,5,1,4,0,11,0,0,0,7,1,0,02/19/2023,home,16340,219,Evansville,9,True,11,10,1,win,2391015,716,2023,1,41,5,0.463,0.375,0.875,1.338,0.5,0.098,0.268,0.122,2.2,0.381,0.528,6.739,13.176,716
3,10,33,7,0,0,13,2,7,9,0,0,0,9,1,0,0,4,0,1,02/21/2023,home,16340,7,Alabama St.,9,True,10,2,8,win,2391194,716,2023,1,42,5,0.381,0.212,0.394,0.775,0.182,0.048,0.214,0.214,1.0,0.227,0.376,0.386,6.98,716
0,0,32,5,1,0,6,0,0,1,1,0,0,12,1,0,0,1,0,1,02/17/2023,away,16340,109,UC Irvine,9,True,0,3,-3,loss,2390446,718,2023,1,34,4,0.206,0.156,0.188,0.394,0.032,0.0,0.353,0.029,12.0,0.25,0.197,-5.901,-0.563,718
1,4,31,5,2,0,7,0,3,6,2,1,0,16,0,0,0,0,0,0,02/18/2023,away,16340,109,UC Irvine,9,True,4,11,-7,loss,2390680,718,2023,1,40,3,0.325,0.161,0.226,0.551,0.065,0.0,0.4,0.15,2.667,0.312,0.294,-2.981,3.299,718
2,0,34,7,0,0,7,0,0,2,0,0,0,13,0,0,0,4,0,0,02/19/2023,away,16340,109,UC Irvine,9,True,0,1,-1,loss,2390979,718,2023,1,36,7,0.25,0.206,0.206,0.456,0.0,0.0,0.361,0.056,6.5,0.333,0.228,-5.109,0.543,718
3,5,35,10,2,0,18,2,4,2,0,0,0,12,2,0,0,1,0,2,02/21/2023,away,16340,97,Cal St. Fullerton,9,True,5,6,-1,loss,2391189,718,2023,1,37,6,0.324,0.286,0.514,0.838,0.228,0.054,0.324,0.054,6.0,0.381,0.374,0.264,6.073,718
0,1,32,4,0,0,4,0,0,2,0,0,0,10,0,0,0,2,0,0,02/17/2023,home,16340,30024,Utah Valley,9,True,1,8,-7,loss,2390380,108,2023,1,34,4,0.176,0.125,0.125,0.301,0.0,0.0,0.294,0.059,5.0,0.182,0.158,-7.255,-1.917,108
1,4,30,9,3,0,15,1,3,3,1,0,1,12,0,1,0,3,0,0,02/18/2023,home,16340,30024,Utah Valley,9,True,4,2,2,win,2390653,108,2023,1,35,5,0.371,0.3,0.5,0.871,0.2,0.029,0.343,0.086,4.0,0.471,0.394,0.965,6.46,108
2,1,34,7,2,0,9,0,1,2,1,0,0,8,0,0,0,1,0,0,02/18/2023,home,16340,30024,Utah Valley,9,True,1,7,-6,loss,2407902,108,2023,1,37,5,0.27,0.206,0.265,0.535,0.059,0.0,0.216,0.054,4.0,0.269,0.263,-3.929,1.88,108
3,20,42,18,4,0,31,3,19,9,2,0,1,8,1,0,0,1,0,0,02/19/2023,home,16340,30024,Utah Valley,9,True,20,4,16,win,2391044,108,2023,1,54,11,0.537,0.429,0.738,1.275,0.309,0.056,0.148,0.167,0.889,0.484,0.561,10.695,19.173,108
0,3,29,7,1,2,12,0,3,5,0,1,0,7,0,1,1,0,0,0,02/17/2023,home,16340,718,Tulane,9,True,3,0,3,win,2390446,109,2023,1,35,4,0.343,0.241,0.414,0.757,0.173,0.0,0.2,0.143,1.4,0.304,0.352,-0.536,4.959,109
1,11,33,11,1,2,19,1,11,8,4,3,0,6,0,0,0,1,0,0,02/18/2023,home,16340,718,Tulane,9,True,11,4,7,win,2390680,109,2023,1,48,7,0.479,0.333,0.576,1.055,0.243,0.021,0.125,0.167,0.75,0.345,0.473,5.194,12.73,109
2,1,25,2,0,0,2,0,1,4,2,1,0,4,1,0,0,2,0,1,02/19/2023,home,16340,718,Tulane,9,True,1,0,1,win,2390979,109,2023,1,32,2,0.25,0.08,0.08,0.33,0.0,0.0,0.125,0.125,1.0,0.091,0.208,-5.194,-0.17,109
3,8,36,9,4,1,18,1,8,5,3,0,0,14,0,0,0,4,1,0,02/21/2023,away,16340,657,Southern California,9,True,8,7,1,win,2391105,109,2023,1,43,3,0.419,0.25,0.5,0.919,0.25,0.023,0.326,0.116,2.8,0.381,0.419,2.283,9.034,109
0,7,31,9,1,0,10,0,5,4,1,1,1,4,1,2,0,1,0,1,02/17/2023,neutral,16340,739,Villanova,9,True,7,2,5,win,2390887,111,2023,1,38,8,0.368,0.29,0.323,0.691,0.033,0.0,0.105,0.105,1.0,0.321,0.338,-1.125,4.841,111
1,4,36,9,3,0,12,0,2,6,1,0,0,12,1,0,0,0,0,1,02/18/2023,neutral,16340,754,Washington St.,9,True,4,17,-13,loss,2390592,111,2023,1,43,6,0.372,0.25,0.333,0.705,0.083,0.0,0.279,0.14,2.0,0.375,0.352,-0.658,6.093,111
2,6,38,12,3,0,15,0,4,3,0,0,0,11,0,0,1,1,0,0,02/19/2023,neutral,16340,754,Washington St.,9,True,6,8,-2,loss,2390888,111,2023,1,41,9,0.366,0.316,0.395,0.761,0.079,0.0,0.268,0.073,3.667,0.444,0.361,-0.251,6.186,111
0,9,36,12,2,1,19,1,8,6,0,0,1,6,0,0,0,0,1,0,02/17/2023,neutral,16340,428,Minnesota,9,True,9,7,2,win,2390428,104,2023,1,42,8,0.452,0.333,0.528,0.98,0.195,0.024,0.143,0.143,1.0,0.379,0.441,3.173,9.767,104
1,1,32,6,1,0,10,1,1,1,0,0,0,10,0,1,0,1,0,0,02/18/2023,neutral,16340,473,New Mexico,9,True,1,3,-2,loss,2390597,104,2023,1,33,4,0.212,0.188,0.312,0.524,0.124,0.03,0.303,0.03,10.0,0.238,0.238,-4.346,0.835,104
2,13,42,15,2,3,26,1,13,5,3,1,0,8,0,0,0,1,0,0,02/19/2023,neutral,16340,428,Minnesota,9,True,13,2,11,win,2391059,104,2023,1,51,9,0.451,0.357,0.619,1.07,0.262,0.02,0.157,0.098,1.6,0.412,0.479,5.832,13.839,104
3,0,26,3,1,0,4,0,0,2,1,0,0,9,2,0,0,0,0,2,02/20/2023,neutral,16340,528,Oregon St.,9,True,0,11,-11,loss,2391074,104,2023,1,29,2,0.207,0.115,0.154,0.361,0.039,0.0,0.31,0.069,4.5,0.176,0.192,-5.181,-0.628,104
0,16,35,11,1,0,12,0,15,12,4,2,0,8,0,1,0,2,0,0,02/17/2023,home,16340,464,Omaha,9,True,16,1,15,win,2390434,110,2023,1,53,10,0.509,0.314,0.343,0.852,0.029,0.0,0.151,0.226,0.667,0.379,0.442,4.058,12.379,110
1,23,45,20,2,1,36,4,23,9,4,0,0,9,0,0,0,3,0,0,02/18/2023,home,16340,464,Omaha,9,True,23,0,23,win,2390738,110,2023,1,58,13,0.569,0.444,0.8,1.369,0.356,0.069,0.155,0.155,1.0,0.5,0.6,13.797,22.903,110
2,8,32,8,2,0,16,2,8,5,2,0,0,4,1,1,0,1,0,1,02/19/2023,home,16340,464,Omaha,9,True,8,1,7,win,2390991,110,2023,1,39,4,0.385,0.25,0.5,0.885,0.25,0.051,0.103,0.128,0.8,0.231,0.408,1.632,7.755,110
3,11,37,13,3,0,19,1,9,6,4,0,0,5,1,0,0,3,0,0,02/21/2023,home,16340,541,Pepperdine,9,True,11,2,9,win,2391178,110,2023,1,47,9,0.489,0.351,0.514,1.003,0.163,0.021,0.106,0.128,0.833,0.387,0.476,5.23,12.609,110
0,11,36,12,1,1,18,1,11,7,1,0,1,6,3,0,0,1,0,1,02/17/2023,away,16340,629,San Francisco,9,True,11,9,2,win,2390358,732,2023,1,45,9,0.444,0.333,0.5,0.944,0.167,0.022,0.133,0.156,0.857,0.379,0.439,3.308,10.373,732
1,1,31,6,2,0,8,0,1,4,2,0,0,10,2,0,0,1,0,0,02/18/2023,away,16340,629,San Francisco,9,True,1,3,-2,loss,2390752,732,2023,1,37,4,0.324,0.194,0.258,0.582,0.064,0.0,0.27,0.108,2.5,0.286,0.302,-2.455,3.354,732
2,2,32,7,2,0,9,0,2,3,1,1,0,11,0,1,0,0,0,0,02/19/2023,away,16340,629,San Francisco,9,True,2,6,-4,loss,2391047,732,2023,1,37,5,0.297,0.219,0.281,0.578,0.062,0.0,0.297,0.081,3.667,0.318,0.284,-3.135,2.674,732
3,0,30,4,1,0,5,0,0,1,2,0,0,5,1,1,0,0,0,1,02/20/2023,away,16340,629,San Francisco,9,True,0,3,-3,loss,2391076,732,2023,1,33,3,0.212,0.133,0.167,0.379,0.034,0.0,0.152,0.03,5.0,0.16,0.198,-5.694,-0.513,732
0,8,34,8,2,1,12,0,8,7,3,0,0,11,1,0,0,0,0,1,02/17/2023,away,16340,108,UC Davis,9,True,8,1,7,win,2390380,30024,2023,1,44,5,0.409,0.235,0.353,0.762,0.118,0.0,0.25,0.159,1.571,0.348,0.384,0.764,7.672,30024
1,2,32,6,3,1,11,0,1,3,1,0,0,10,1,0,0,0,0,0,02/18/2023,away,16340,108,UC Davis,9,True,2,4,-2,loss,2390653,30024,2023,1,36,2,0.278,0.188,0.344,0.622,0.156,0.0,0.278,0.083,3.333,0.273,0.295,-2.646,3.006,30024
2,7,37,11,2,1,18,1,6,6,2,0,0,8,0,1,0,2,0,0,02/18/2023,away,16340,108,UC Davis,9,True,7,1,6,win,2407902,30024,2023,1,45,7,0.422,0.297,0.486,0.908,0.189,0.022,0.178,0.133,1.333,0.357,0.427,2.757,9.822,30024
3,4,36,11,1,0,18,2,4,3,1,0,0,12,1,1,0,0,0,0,02/19/2023,away,16340,108,UC Davis,9,True,4,20,-16,loss,2391044,30024,2023,1,40,8,0.375,0.306,0.5,0.875,0.194,0.05,0.3,0.075,4.0,0.409,0.4,1.348,7.628,30024
0,2,33,8,2,0,10,0,1,4,1,0,1,11,2,1,1,3,0,2,02/17/2023,away,16340,430,Mississippi St.,9,True,2,11,-9,loss,2390246,741,2023,1,39,6,0.333,0.242,0.303,0.636,0.061,0.0,0.282,0.103,2.75,0.364,0.314,-2.11,4.013,741
1,14,32,7,1,0,11,1,11,12,1,2,1,12,0,0,0,11,0,0,02/18/2023,away,16340,430,Mississippi St.,9,True,14,13,1,win,2390494,741,2023,1,48,5,0.417,0.219,0.344,0.761,0.125,0.021,0.25,0.25,1.0,0.286,0.38,0.637,8.173,741
2,3,38,9,2,0,11,0,3,3,0,0,0,13,0,0,1,0,0,0,02/19/2023,away,16340,430,Mississippi St.,9,True,3,9,-6,loss,2390814,741,2023,1,41,7,0.293,0.237,0.289,0.582,0.052,0.0,0.317,0.073,4.333,0.36,0.283,-3.516,2.921,741
3,8,35,9,0,0,18,3,8,7,1,0,0,9,1,0,0,2,0,1,02/21/2023,away,16340,523,Old Dominion,9,True,8,15,-7,loss,2391147,741,2023,1,43,6,0.395,0.257,0.514,0.909,0.257,0.07,0.209,0.163,1.286,0.261,0.417,2.195,8.946,741
0,1,31,4,0,0,7,1,1,1,0,0,0,12,0,0,0,1,0,0,02/17/2023,away,16340,328,Kansas,9,True,1,5,-4,loss,2390398,735,2023,1,32,3,0.156,0.129,0.226,0.382,0.097,0.031,0.375,0.031,12.0,0.167,0.175,-6.273,-1.249,735
1,11,33,8,0,0,14,2,8,10,0,2,1,9,0,0,0,2,0,0,02/18/2023,away,16340,328,Kansas,9,True,11,3,8,win,2390715,735,2023,1,46,6,0.391,0.242,0.424,0.815,0.182,0.043,0.196,0.217,0.9,0.25,0.381,0.657,7.879,735
2,4,29,5,0,0,14,3,4,6,0,0,0,11,2,0,0,3,0,2,02/19/2023,away,16340,328,Kansas,9,True,4,6,-2,loss,2390959,735,2023,1,35,2,0.314,0.172,0.483,0.797,0.311,0.086,0.314,0.171,1.833,0.133,0.358,-0.322,5.173,735
0,4,30,5,0,1,10,1,4,2,3,1,0,6,0,1,0,1,0,0,02/17/2023,neutral,16340,698,TCU,9,True,4,11,-7,loss,2390396,736,2023,1,36,3,0.278,0.167,0.333,0.611,0.166,0.028,0.167,0.056,3.0,0.167,0.29,-2.83,2.822,736
1,11,35,11,2,2,17,0,10,3,2,0,0,4,0,0,0,1,0,0,02/18/2023,neutral,16340,521,Oklahoma St.,9,True,11,9,2,win,2390577,736,2023,1,40,7,0.4,0.314,0.486,0.886,0.172,0.0,0.1,0.075,1.333,0.355,0.413,1.879,8.159,736
2,12,41,11,3,2,21,1,11,2,2,0,0,8,0,1,0,4,0,0,02/19/2023,neutral,16340,703,Texas,9,True,12,2,10,win,2390872,736,2023,1,45,5,0.333,0.268,0.512,0.845,0.244,0.022,0.178,0.044,4.0,0.312,0.38,0.597,7.662,736
3,4,31,4,1,0,8,1,3,6,2,0,0,4,0,0,0,2,0,0,02/21/2023,home,16340,1004,Central Ark.,9,True,4,5,-1,loss,2391103,736,2023,1,39,2,0.308,0.129,0.258,0.566,0.129,0.026,0.103,0.154,0.667,0.115,0.295,-2.867,3.256,736
4,13,24,11,1,0,21,3,13,5,5,2,1,3,1,2,0,2,0,1,02/22/2023,home,16340,9,UAB,9,True,13,1,12,win,2391213,736,2023,1,37,7,0.568,0.458,0.875,1.443,0.417,0.081,0.081,0.135,0.6,0.4,0.59,8.424,14.233,736
